Index,Yorum,Duygu
13312,"Telefonu alalı 5 gün oldu. + Bir önceki telefonum Lg G2' ydi. Onunla kıyaslama yaptığımda elbetteki çok üst düzey bir telefon. - Önemsiz bir problemi kılıf gibi aksesuarlarının bulunmasının zor oluşu keza içinden güzel bir kapaklı kılıf çıkmakta. Bununla beraber ekran kavisli olduğundan cam yada nano koruma bulmak zor, buldunuz diyelim uygulamak bu işi defalarca yapmış biri için bile zor bir işlem. Hatırlatmakta fayda var, Galaxy Note 7' nin söz konusu aksesuarları bu telefona uymakta. - Türkiye garantisinin olmayışı elbette bir dezavantaj fakat aksini düşünen bu işin uzmanı kişilerde yok değil. +Mi 6 ile bu telefon arasında kalmıştım. Almadan önce Mİ 6'yı inceleme fırsatım oldu. +Note Fan Edition'un ""+"" ları; +Görüntüsü daha zarif, +Kamera performansı gözle görünür düzeyde iyi, +Edge, SPen gibi avantajları telefonu daha kullanışlı bir hale getiriyor, +Suya ve toza dayanıklılığı telefonu sadece sert bir zemine düşürme durumunda garanti ile uğraşmamızı sağlıyor gibi duruyor. Tabi ki bunu zaman gösterecek. -Mi 6'nın ""+"" ları; -Mİ 6'nın ses performansı daha tatmin edici, -Parmak okuyucusu çok daha hızlı -Donanımsal parçaları (Ram, işlemci vs.) kağıt üzerinde daha iyi, fakat oyunlarda test etme fırsatım olmadı. Almadan önce önceliğiniz oyun ise karşılaştırmalı testlere bakmanızda fayda var.",1
13313,kucuk oldugu icin cok hafif ve cok hizli....gonul rahatligiyla alabilrsiniz.,1
13314,tık sesi yok ele oturuyor. oyunlar için bile muhteşem. tavsiye ederim,1
13315,kargo free olması ve elektronik marketlerden çok daha uygun fiyatlı olması ve logitech markası. muhteşem üçlü olmuş aldım hemencik geldi :),1
13316,"Samsung bu alanda şu anda ve geçmişte de piyasada söz sahibi bir firma.Aynı ürünü 2. kez babama hediye olarak aldım ve memnunum.Eğer bluetooth kulaklık alma düşünceniz varsa tereddüt etmeyin. Cihaz üzerindeki tek tuşla arama cevaplama yapabilir 2 hattınıza veya telefonunuza geçiş sağlayabilirsiniz. Klipsleri sağlam,tasarımı gayet şık ve tam olması gerektiği gibi. Ayrıca fiyatı da uygundur. Tek eksik yanı: arama tuşuna 2. kez basarsanız, cihazın telefonunuzdan son görüştüğünüz kişiyi arayacak olmasıdır. Bunu da büyük eksiklik olarak görmüyorum. Netice:Tasarım Ve Kalite 8/10, Fiyat Performans 9/10.",1
13317,Ürün 3 günde geldi ama yinede değer bence. Arabadaki usb için aldım bende. Hem şık hemde görunmeyecek kadar küçük kolaylıkla kaybolabilir yani Teşekkürler hepsiburada.com.,1
13318,"Hp 4645 yazıcı için ihtiyacım vardı, fiyat ve orjinallik açısından H.B. dışında bu fiyata bulamazsınız, mutlaka alın...",1
13319,Hepsi güzelde şarj cihazı TÜRKİYE uyumlu olmadığı için ilave aparat ile çıktı prize çok zor takılıyor!,1
13320,mükemmel çok iyi uygun ve kullanışlı tabi çok kullanacaklar için metal vb flashlar kullanılabilir sadece biraz yavaş bir dolum yapılıyor ama çok iyi biraz küçük olduğu bazıları için iyi bazıları için kötü olabilir ama bence çok iyi,1
13321,iphone ile neden mukayese edilir bilmem bence özellikleri iphonedan daha üstün kesinlikle ama kullanışlığını sorarsanız iphone 2 gömlek ötede dokunmatik konusu zaten iphonun uzmanlık alanı ama 350-600 tl arası yurt dışı(operatör anlaşmalı) fiyatlı iponu ülkemizde 1500 e almakta nekadar akıl işi bilmem.Ben 5800 aldım memnunum,1
13322,ürün hepsi burada da piyasa fiyatlarının çok altında bir bedele alınabiliyor sandisk kendi alanında zaten kendini kanıtlamış bir marka ekonomikliği nedeniyel herkese tavsiye edilir,1
13323,"Telefonu 1 hafta önce aldım.Elimden düşüremiyorum,süper dokunmatik bir ekran,muhteşem bir ses,ekstraları daha neler neler,alanları pişman etmeyecek bir telefon,iphone ve 5800 arasında kaldım ve nokia yı tercih ettim ve tercihimden memnunum iphonedan geri kalır yanı dokunmatik ekranının bir kaç ekstrası yoksa özellik olarak iphonedan üstün bir telefon bence",1
13324,Gayet iyi,1
13325,Hızlı gönderi için hepsiburada ekibine teşekkürler.,1
13326,PARASINA GÖRE İYİ KULLANILABİLİR,1
13327,orjinal ve kaliteli.Ayrica fiyatida uygun.yazici ile birlikte indirimli aldim.çok memnunum,1
13328,"Oldukça başarılı bir telefon. Tasarımı şık, oldukça ince bir telefon. Hızı ve kamerası gayet yeterli. Bu fiyata alınabilecek en iyi telefonlar arasında. Tek sorun, telefon geldiğinde e-devlet üzerinden IMEI numarası kaydını kontrol ettiğimde, kayıtlı olmadığını gördüm. İthalatçı firma ile irtibata geçtim. 3 gün içerisinde kaydını gerçekleştirdiler. Aldığınız telefonların mutlaka kayıtlı olup olmadığını e-devlet üzerinden kontrol etmenizi öneririm.",1
13329,Bu fiyata wi-fi özellikli HP marka 652 kartuş kullanan yazıcı buluyorsunuz konuşup duruyorsunuz.Bu yazıcının üst modellerinde de bu kartuş kullanılıyor.Yani başım kalitesi üst modeller ile aynı sayılır sadece ufak tefek özellikleri farklı gerisi aynı zaten digital panel koymuş birde fax koymuşlar üst modelleri iki katına satıyorlar.Hiç düşünmeden alın.Gayet başarılı.,1
13330,iyi gayet kullanışlı,1
13331,Kisa sürede geldi ve çalışır durumda. Mükemmel.,1
13332,Arkadaşlar ürün mükemmel. Öncelikle ben ilk defa evim için yüksek lisans'da ödev vs. hazırlarken elimin altında bulunsun diye almıştım. Benim beklentilerimi çok rahat karşıladı hem telefon hem de bilgisayardan çok rahat bir şekilde kablosuz çıktı alabiliyorum. Tek sorun yaşadım o da şu : wifi ağına başka bir cihaz bağlandığı zaman hata veriyor modemi ve yazıcıyı kapatıp açtığında düzeliyor.,1
13333,memnun kaldım bilgisayarım modeme çok uzak olduğu halde performansı mükemmel tavsiye ediyorum,1
13334,"telefonu çok yoğun kullanmıyorsanız kesinlikle en ideal ürün bu fazlasıyla yeterli ,kargonun hızlı gelmesi de güzel.",1
13335,Bu fiyatların daha altında olmalı! Tam bir f/p telefonu 1500lerde bekleniyordu,1
13336,Özellikle foto basmak için aldım rovi premium mat kağıtla gayet güzel sonuçlar alıyorum..bu modelde wifi olduğu için bunu tercih ettim wifi özelliği çok kullanışlı yazıcı ayak altında olmuyor güzel bir yere konumlandırıp istediğin yerden baskı alabiliyorsun bu yönü çok pratik... bir üst modelinde apple air print özelliği var bir mağazada satış görevlisi iphone dan çıktı alabilmem için onu almam gerektiğini bununla sadece android telefondan baskı alabileceğimi söylemişti aslı yoktur ios android farketmeden baskı alınabiliyor wifi özelliği ile...,1
13337,Ürünü herkese tavsiye ediyorum...,1
13338,Ürün tam anlatıldığı gibi,1
13339,"Note 4' den geçiş yapan biri olarak telefon özellikleri bakımından çok iyi. Telefonu alanların garantiye ek bir koruma paketi almalarını öneririm. Geçenlerde telefonu zemine düşürdüm ve kapaklı koruyucusu takılı olmasına rağmen sol alt köşe tuzla buz oldu dağıldı çok yüksekten düşmediğini ilave etmeliyim. Kullanıcı hatası olduğu için telefonla birlikte aldığım koruma paketi ile cihazın ilk aldığım durumuna gelmesini bekliyorum bu arada telefon panelini orijinalini bulabilirlerse takabiliyorlar aksi taktirde orijinale yakın muadil parça ile sorun giderilmeye çalışılıyor döndüğünde su ve toz özelliğini yitirip yitirmeyeceği de ayrı bir soru işareti. Telefon kavisli ekrana sahip olduğu için kavisli ekran koruyucu tercih ettiğinizde kutu içerisinde gelen koruyucu kapağı kullanmanız durumunda uyguladığınız ekran koruyucunun kalkma riski söz konusu. Cihazı özellikle çift sim desteklediği için tercih ettim ancak hafıza kartı için Samsung ayrı bir kart yuvası yapmadığı için 2 sim kartı aynı anda ya da 1 sim kart 1 hafıza kartı kullanma konusunda tercih yapmanız gerekli. Note 4 ' deki gibi batarya değişimi konusunda esnek olamıyorsunuz illa bir servis görmesi gerekiyor. Bunların haricinde telefon çok şık , hızlı ve ihtiyaçları kesinlikle karşılayacak bir telefon.",1
13340,ürün 2 günde elime ulaştı. yorumlarda çok ağır olduğu söylenmiş çok ağır değil ama hafif de değil. bana geldiğinde 2 dikiş şarjı vardı. fiyatına göre gayet güzel bir ürün tavsiye ederim...,1
13341,çalışmasi iyi bir sikinti yaşamadim kurulumu da basit .,1
13342,1080p videoda sorunsuz.,1
13343,ürün gayet kibar ve güzel bir o kadarda kullanışlı görenlerin hemen dikkatini çekiyor. görenler nereden aldın diye hemen soruyor. metalik görünümü ayrı bir hava katıyor. anahtarlığınıza taktığınızda sizi hiç rahatsız etmeyecek kadar küçük. ihtiyacınız varsa alın çok hoşunuza gideceğniden emin olabilirsiniz 16 GB geniş bir alana sahip olmasıda ayrı bir güzellik. SİTE HİÇ BİR ZAMAN BENİ YANILTMADI. TEŞEKKÜRLER,1
13344,ürünün fiyatı diğer satıcılara göre hepsi buradada daha uygun olması tercih nedenimdir ayrıca 2 günde elime geçti buarada bellek çok küçük ama kullanışlı ayrıca komple plastik olması sanki heran elimde kalacakmış hissi veriyor,1
13345,"iPhone çılgınlığı ve Samsung Omnia piyasasına alternatif ve en ucuz aralarında olan bu NOKIA modeli , dokunmatik beraberinde verilen pena iel gitar akorları besteleyip çalabiliyorsunuz =) mesaj yazma menüsü el yazsı tanıma , QWERTY klavye ve T9 desteği veriyor. Kamera da oldukça güzel , ayrıca NOKIA görselliği ve kullanım kolaylığı da berbaerinde geliyor. Dahili hafızasının yanı sıra bir de MMC kartı desteği var. Dış cevresi platik koruma kenarlıkları ile oldukça geniş ektanı çizilmeler ve düşmelere karşı koruyor.",1
13346,bu fiyata bu kalite süper...,1
13347,Bir günde ürün elime ulaştı gayet güzel ve kibar.teşekkürler hepsiburada...,1
13348,"Dışardan alabileceğimiz çok daha uygun fiyata HB'den aldığımız için ve hiç bir sorun yaşamadığımız için sürekli aldıklarımızdan. Hızlı kargolama, uygun fiyat Tşkkürler HB!",1
13349,ürünü pazartesi sipariş ettim cok kısa bir sürede elime ulaştı...hemen kullanmaya başladım teşekkür ederim hepsi burada.coma.ama 15 aralıkta sipariş ettiğim ürün ise ne yazıkki 06 ocak 2015 yılında teslim edildi bunuda ayrıca belirtmek isterim,1
13350,Şarjı çok iyi dayanıyor. Fiyatına göre harika bir telefon,1
13351,hızlı geldi. taktım kurdum çalışıyor. Hızı da iyi,1
13352,Eski laptopumu ayağa kaldırdı. Bu kadar performans farkı beklemiyordum. İnternetten bulduğum program ile mevcut harddiskimi yeni SSD'ye kısa sürede kopyaladım. Tek eksiği Samsung gibi kendi kopyalama programı ile gelmemesi. Hepsiburada'nın hizmetine gelince sadece kusursuz diyebilirim. Siparişimden 1 gün sonra ürün elime ulaştı. Teşekkür ediyorum.,1
13353,Ben oldukça memnun şekilde kullanıyorum.Bu fiyata daha iyisi bulunmaz sanırım. Kaliteli baskı yapıyor gerek renkli gerek tek renk işinizi fazlasıyla görür.,1
13354,Ürün bana kargodan geldiğinde temiz ve sorunsuz görünüyordu.Almadan önce şüpheye girmiş kötü yorumlar yüzünden ama aldıktan sonra kontrol ettim hiçbir sorunu yok tüm tuşlar çalışıyor.eğer ideal fiyata kaliteli fare arıyorsanız bunu hiç kaçırmayın derim,1
13355,Kargo çok hızlıydı 1 günde elime ulaştı tek eksiği kutu içersinde fatura bulunmuyordu kendi hesabınız üzerinden faturayı çıkartmanız gerekiyor.,1
13356,"kargo hemen geldi, gönül rahatlığıyla alabilirsiniz ufacık özellikle kızlar için ideal fiyat da çok uygun siteye teşekkürler güvenilir bir site oldugunu herkes biliyor zaten ;)",1
13357,ürünü yeni aldım süper bir ürün diğer mağazalarla fiyatı cok uygun ayrıca hızlı teslim edildi hepsiburdaya cok teşekkür ederim almanızı tasfiye ederim,1
13358,Doldurmaya değmez,1
13359,siparişimin neden ayrı ayrı geldiğini ve neden farklı 2 faturayla geldiğini anlayamadım ama ürünler kaliteli. teslimat süreleri geç değil. Netice itibariyle güzel alışverişti. Teşekkürler,1
13360,Çok uygun fiyatla aldım.Teşekkürler.,1
13361,gayet güzel ve kullanışlı bir üeün,1
13362,"son 7 yildir mutlu bir sekildr toshiba kullaniyorum, bu urunu alarak da toshiba kullanmaya ediyorum... hizli kargo ve duzgun paketleme icin tesekkurler...",1
13363,"Bundan önceki üründe HP idi ,beni hiç yarı yolda bırakmadı.onun için bu tercihimde HP oldu.Bu üründe yaptığım testlerden başarı ile geçti.Bana yeterli, güzel bir ürün, fiyatıda uygun.Ev ve küçük ofisler için ideal.",1
13364,ben de bir pointçiyim ve bu sizin kullandığınız mouslardan kat ve kat daha güzeldir ve bu ürünü veren kişiyiyani hepsiburada.comdan alırsanız pointi daha iyi oynayabilirsiniz,1
13365,Mikrofon kalitesi çok iyi. Kulaklık kulağa iyi oturuyor ve beni hiç rahatsız etmedi. Sesli görüşmeler için çok ideal bir kulaklık,1
13366,Siparis verdigim an itibariyle 1 saatte urun onaylandi ve 2 gun icinde urun elime ulasti.super hizli ve saglam kargo nedeniyle tek kelimeyle super hizmet.urun gayet kullanisli tavsiye ederim.Tesekkurler ??,1
13367,Hem fiyati uygun hem yazma hızı güzel tavsiye ederim almalısınız,1
13368,Vaat ettiklerini karşılıyor.,1
13369,Öncelikle ürün elime çok hızlı ulaştı. Bunun için HB ya teşekkürler. Ürün çok ince geniş ekran güzel ve hızlı bir ürün. Tek beğenmediğim nokta şarj aletinin Türkiye uyumlu olmaması. Dönüştürücü ile çok kaba duruyor. Onun dışında alınabilecek hızlı bir telefon.,1
13370,"Uygun fiyat, hızlı teslimat. Tavsiye edilir.",1
13371,Guzel ama biraz buyuk mause pad ise genis yani guzel ama orta tekwelegi swrt biraz tavsiye ederim bi arada kargoda cok hizli 2 gunde geldi tesekkurler hepsiburada.com,1
13372,logitech ... mause konusunda üzerine tanımam.. 4 sene önce aldığımı 2 tane aynı marka mauseler hala çalışıyor. pilini tak yeter.. algılama mesafesi süper.. tavsiye ederim..,1
13373,ürün gerçekten çok güzel hoşuma gitti. içi gayet geniş ve bölme sayısı da yeterli. su geçirmez olması da ayrı bir güzelliği bence uygun fiyata olması orta segmentte kullanıcı için iyi,1
13374,"Telefon gayet güzel ama, hafızası yetersiz 16GB dahili hafıza minimum uygulama ile 2GB boş alan kalıyor. SD karta sadece resim ve video gibi dosyalarınız yükleyebiliyorsunuz. Uyuglamalar SD karta yüklenmiyor veya SD karta kesinlikle taşınmıyor. Yeni uygulamalara yer açmak için ya uygulama silceksiniz için yada yükleyemeyeceksiniz. Parmak izi okuyucu cok hızlı, avantaj gibi gorünsede cebinize falaln koyarken en ufak temasta cihaz acılıyor.",1
13375,Ürün gerçekten çok iyi ve kullanışlı. Görünüşü de fena sayılmaz. Bilgisayara o kadar para verdim bide çantaya vermem diyorsanız almanızı tavsiye ederim :D,1
13376,Fiyat performans gayet iyi. Pili de çok uzun gidiyor.,1
13377,ürünü yeni aldım ve çok memnunum. nokia başka oluyor. daha önce bir başka marka kullanıyordum ve memnun olmam rağmen iyi diyordum bunun yanında çok kötüymüş. herkese tavsiye ediyorum memnun kalınacak bir telefon,1
13378,"Üst tuşların tıklama sesi az ama yan tuşlardaki tıklama sesi fazla, tekerlek sağlam. Mouse yüzeyi pürüzsüz ve kaliteli hissi veriyor, baş parmak yeri çok rahat ve kauçuk benzeri bir maddeden. Mouse boyutu ne küçük ne de gaming mouse gibi büyük tam orta boy, sağ click kısmı daha uzun olmalıydı çünkü orta parmak biraz dışarda kalıyor ama bunun haricinde yeterince ergonomik. Dpi belki biraz daha yüksek olabilirdi",1
13379,c.tesi elime ulaştı . pazar günü kullanmaya başladım . süper ötesi bi cihaz daha önce kardeşim kullanırdı. sordum memnunmuş . birde hepsi buradanın güvenceside olunca hiç düşünmeden aldım . çok memmunum . sınırsız ovi konusunda biraz daha aydınlatıcı bilği verilse daha iyi olur diye düşünüyorum.,1
13380,çok guzel ürün teşekkürler memnun kaldım,1
13381,aktarım hızı mükemmel tavsiye ederim,1
13382,arabama aldım. görünmüyor bile. yok gibi...,1
13383,alacak arkadaşlara tavsiye ederim ürün bana geldi biraz küçük gibi ancak ben araçta kullanıyorum küçük olması çok iyi gayet güzel çalışıyor. alacak arkadaşlara tavsiye ederim.,1
13384,"Çabuk teslim, uygun fiyat kalite. 1haftadır sorunsuz kullanıyoruz.",1
13385,SATILAN ÇOK GÜZEL VE KULLANIŞLIDIR.,1
13386,"Ürün anlatıldığı gibiydi kızım için yeterli, kargoda gayet hızlı ve sorunsuz geldi teşekkürler hepsiburada.",1
13387,Ürünü alalı 2 hafta oldu ev için çok ideal bir ürün 200 sayfaya yakın çıktı aldım bir sorun olmadı bundan ucuzunu bulamazsın toneri bu fiyata veriyorlar toneri bitince Yen'i toner almanıza gerek yok 15 tl ye dolduruyorlar,1
13388,hizli kargo guveniliriz satici teşekkürler,1
13389,"Alınır,tereddüt etmeden alabileceğiniz alabileceğiniz bir ürün.",1
13390,saniyede 5 MB aktarım hızı var. Flash bellek çok kullanan biri olmadığım için bana yeterli bir hız. Win 7 bilgisayaralara takılında hemen tanıyor. (program yükleme olayı yok - toshiba data travel gibi) Tasarımı şık. Ufak. bu yüzden kaybetme olasılığı yüksek. Ufak olmasından ötürü büyük veri atmalarda çok ısınıyor. Ama gene de memnunum.,1
13391,Targus marka olması satın almamdaki en büyük etkendi. İşime yarayacak çok bölmeli bir çantaya ihtiyacım vardı. Hem evrak hem de diğer eşyalarınızı laptop ile birlikte rahatlıkla taşıyabileceğiniz bi çanta. 15.6 inch laptoplar için ilk 1-2 günlük kullanımda makineyi sıkıştırıyormuş gibi görünse de sonradan açılıyo. Teşekkürler Hepsiburada.com,1
